Gene stable ID	Gene name	Gene type	Gene Synonym	Chromosome/scaffold name	NCBI gene (formerly Entrezgene) ID
WBGene00050321	21ur-4636	piRNA		IV	
WBGene00050322	21ur-1820	piRNA		IV	
WBGene00050323	21ur-1753	piRNA		IV	
WBGene00050324	21ur-4377	piRNA		IV	
WBGene00050325	21ur-1710	piRNA		IV	
WBGene00050326	21ur-4993	piRNA		IV	
WBGene00050327	21ur-4231	piRNA		IV	
WBGene00050328	21ur-3891	piRNA		IV	
WBGene00050329	21ur-3862	piRNA		IV	
WBGene00050330	21ur-5060	piRNA		IV	
WBGene00050331	21ur-4050	piRNA		IV	
WBGene00050332	21ur-812	piRNA		IV	
WBGene00050333	21ur-1058	piRNA		IV	
WBGene00050334	21ur-814	piRNA		IV	
WBGene00050335	21ur-2763	piRNA		IV	
WBGene00050336	21ur-4312	piRNA		IV	
WBGene00050337	21ur-4675	piRNA		IV	
WBGene00050338	21ur-4822	piRNA		IV	
WBGene00050339	21ur-2605	piRNA		IV	
WBGene00050340	21ur-3937	piRNA		IV	
WBGene00050341	21ur-2299	piRNA		IV	
WBGene00050342	21ur-1511	piRNA		IV	
WBGene00050343	21ur-1478	piRNA		IV	
WBGene00050344	21ur-4843	piRNA		IV	
WBGene00050345	21ur-1938	piRNA		IV	
WBGene00050346	21ur-1366	piRNA		IV	
WBGene00050347	21ur-4204	piRNA		IV	
WBGene00050348	21ur-4619	piRNA		IV	
WBGene00050349	21ur-3024	piRNA		IV	
WBGene00050350	21ur-2461	piRNA		IV	
WBGene00050351	21ur-2071	piRNA		IV	
WBGene00050352	21ur-2936	piRNA		IV	
WBGene00050353	21ur-1773	piRNA		IV	
WBGene00050354	21ur-2904	piRNA		IV	
WBGene00050355	21ur-3974	piRNA		IV	
WBGene00050356	21ur-192	piRNA		IV	
WBGene00050357	21ur-1637	piRNA		IV	
WBGene00050358	21ur-4098	piRNA		IV	
WBGene00050359	21ur-711	piRNA		IV	
WBGene00050360	21ur-7	piRNA		IV	
WBGene00050361	21ur-2170	piRNA		IV	
WBGene00050362	21ur-4761	piRNA		IV	
WBGene00050363	21ur-1333	piRNA		IV	
WBGene00050364	21ur-4730	piRNA		IV	
WBGene00050365	21ur-4013	piRNA		IV	
WBGene00050366	21ur-4166	piRNA		IV	
WBGene00050367	21ur-4127	piRNA		IV	
WBGene00050368	21ur-3852	piRNA		IV	
WBGene00050369	21ur-5332	piRNA		IV	
WBGene00050370	21ur-3522	piRNA		IV	
WBGene00050371	21ur-4625	piRNA		IV	
WBGene00050372	21ur-949	piRNA		IV	
WBGene00050373	21ur-1826	piRNA		IV	
WBGene00050374	21ur-3164	piRNA		IV	
WBGene00050375	21ur-4361	piRNA		IV	
WBGene00050376	21ur-3766	piRNA		IV	
WBGene00050377	21ur-1353	piRNA		IV	
WBGene00050378	21ur-460	piRNA		IV	
WBGene00050379	21ur-1679	piRNA		IV	
WBGene00050380	21ur-3669	piRNA		IV	
WBGene00050381	21ur-1921	piRNA		IV	
WBGene00050382	21ur-1057	piRNA		IV	
WBGene00050383	21ur-3930	piRNA		IV	
WBGene00050384	21ur-3030	piRNA		IV	
WBGene00050385	21ur-3684	piRNA		IV	
WBGene00050386	21ur-1193	piRNA		IV	
WBGene00050387	21ur-1414	piRNA		IV	
WBGene00050388	21ur-36	piRNA		IV	
WBGene00050389	21ur-5225	piRNA		IV	
WBGene00050390	21ur-4907	piRNA		IV	
WBGene00050391	21ur-1036	piRNA		IV	
WBGene00050392	21ur-2834	piRNA		IV	
WBGene00050393	21ur-2082	piRNA		IV	
WBGene00050394	21ur-3747	piRNA		IV	
WBGene00050395	21ur-74	piRNA		IV	
WBGene00050396	21ur-1915	piRNA		IV	
WBGene00050397	21ur-2124	piRNA		IV	
WBGene00050398	21ur-4778	piRNA		IV	
WBGene00050399	21ur-2364	piRNA		IV	
WBGene00050400	21ur-104	piRNA		IV	
WBGene00050401	21ur-3943	piRNA		IV	
WBGene00050402	21ur-573	piRNA		IV	
WBGene00050403	21ur-373	piRNA		IV	
WBGene00050404	21ur-4829	piRNA		IV	
WBGene00050405	21ur-2107	piRNA		IV	
WBGene00050406	21ur-4790	piRNA		IV	
WBGene00050407	21ur-1669	piRNA		IV	
WBGene00050408	21ur-4304	piRNA		IV	
WBGene00050409	21ur-2305	piRNA		IV	
WBGene00050410	21ur-4262	piRNA		IV	
WBGene00050411	21ur-1668	piRNA		IV	
WBGene00050412	21ur-3950	piRNA		IV	
WBGene00050413	21ur-3770	piRNA		IV	
WBGene00050414	21ur-1815	piRNA		IV	
WBGene00050415	21ur-2439	piRNA		IV	
WBGene00050416	21ur-658	piRNA		IV	
WBGene00050417	21ur-4263	piRNA		IV	
WBGene00050418	21ur-2597	piRNA		IV	
WBGene00050419	21ur-4195	piRNA		IV	
WBGene00050420	21ur-3649	piRNA		IV	
WBGene00050421	21ur-4757	piRNA		IV	
WBGene00050422	21ur-3541	piRNA		IV	
WBGene00050423	21ur-4040	piRNA		IV	
WBGene00050424	21ur-3901	piRNA		IV	
WBGene00050425	21ur-4956	piRNA		IV	
WBGene00050426	21ur-3948	piRNA		IV	
WBGene00050427	21ur-2049	piRNA		IV	
WBGene00050428	21ur-2497	piRNA		IV	
WBGene00050429	21ur-1793	piRNA		IV	
WBGene00050430	21ur-1060	piRNA		IV	
WBGene00050431	21ur-528	piRNA		IV	
WBGene00050432	21ur-4984	piRNA		IV	
WBGene00050433	21ur-792	piRNA		IV	
WBGene00050434	21ur-1389	piRNA		IV	
WBGene00050435	21ur-536	piRNA		IV	
WBGene00050436	21ur-1156	piRNA		IV	
WBGene00050437	21ur-1880	piRNA		IV	
WBGene00050438	21ur-4911	piRNA		IV	
WBGene00050439	21ur-295	piRNA		IV	
WBGene00050440	21ur-771	piRNA		IV	
WBGene00050441	21ur-4112	piRNA		IV	
WBGene00050442	21ur-3725	piRNA		IV	
WBGene00050443	21ur-1940	piRNA		IV	
WBGene00050444	21ur-4180	piRNA		IV	
WBGene00050445	21ur-3307	piRNA		IV	
WBGene00050446	21ur-513	piRNA		IV	
WBGene00050447	21ur-4938	piRNA		IV	
WBGene00050448	21ur-3192	piRNA		IV	
WBGene00050449	21ur-4597	piRNA		IV	
WBGene00050450	21ur-3161	piRNA		IV	
WBGene00050451	21ur-4913	piRNA		IV	
WBGene00050452	21ur-3299	piRNA		IV	
WBGene00050453	21ur-2660	piRNA		IV	
WBGene00050454	21ur-2693	piRNA		IV	
WBGene00050455	21ur-1788	piRNA		IV	
WBGene00050456	21ur-5114	piRNA		IV	
WBGene00050457	21ur-2946	piRNA		IV	
WBGene00050458	21ur-177	piRNA		IV	
WBGene00050459	21ur-3186	piRNA		IV	
WBGene00050460	21ur-4088	piRNA		IV	
WBGene00050461	21ur-3019	piRNA		IV	
WBGene00050462	21ur-5026	piRNA		IV	
WBGene00050463	21ur-4159	piRNA		IV	
WBGene00050464	21ur-92	piRNA		IV	
WBGene00050465	21ur-3505	piRNA		IV	
WBGene00050466	21ur-128	piRNA		IV	
WBGene00050467	21ur-1671	piRNA		IV	
WBGene00050468	21ur-1294	piRNA		IV	
WBGene00050469	21ur-2653	piRNA		IV	
WBGene00050470	21ur-3499	piRNA		IV	
WBGene00050471	21ur-55	piRNA		IV	
WBGene00050472	21ur-840	piRNA		IV	
WBGene00050473	21ur-1949	piRNA		IV	
WBGene00050474	21ur-4060	piRNA		IV	
WBGene00050475	21ur-65	piRNA		IV	
WBGene00050476	21ur-3214	piRNA		IV	
WBGene00050477	21ur-1662	piRNA		IV	
WBGene00050478	21ur-1399	piRNA		IV	
WBGene00050479	21ur-2377	piRNA		IV	
WBGene00050480	21ur-3423	piRNA		IV	
WBGene00050481	21ur-485	piRNA		IV	
WBGene00050482	21ur-1863	piRNA		IV	
WBGene00050483	21ur-931	piRNA		IV	
WBGene00050484	21ur-3435	piRNA		IV	
WBGene00050485	21ur-1582	piRNA		IV	
WBGene00050486	21ur-944	piRNA		IV	
WBGene00050487	21ur-247	piRNA		IV	
WBGene00050488	21ur-1622	piRNA		IV	
WBGene00050489	21ur-1185	piRNA		IV	
WBGene00050490	21ur-4449	piRNA		IV	
WBGene00050491	21ur-1006	piRNA		IV	
WBGene00050492	21ur-4281	piRNA		IV	
WBGene00050493	21ur-3365	piRNA		IV	
WBGene00050494	21ur-1649	piRNA		IV	
WBGene00050495	21ur-2518	piRNA		IV	
WBGene00050496	21ur-1859	piRNA		IV	
WBGene00050497	21ur-2002	piRNA		IV	
WBGene00050498	21ur-5005	piRNA		IV	
WBGene00050499	21ur-1961	piRNA		IV	
WBGene00050500	21ur-1953	piRNA		IV	
WBGene00050501	21ur-4807	piRNA		IV	
WBGene00050502	21ur-720	piRNA		IV	
WBGene00050503	21ur-1203	piRNA		IV	
WBGene00050504	21ur-2739	piRNA		IV	
WBGene00050505	21ur-383	piRNA		IV	
WBGene00050506	21ur-3351	piRNA		IV	
WBGene00050507	21ur-4640	piRNA		IV	
WBGene00050508	21ur-3548	piRNA		IV	
WBGene00050509	21ur-4656	piRNA		IV	
WBGene00050510	21ur-4397	piRNA		IV	
WBGene00050511	21ur-4438	piRNA		IV	
WBGene00050512	21ur-5344	piRNA		IV	
WBGene00050513	21ur-2104	piRNA		IV	
WBGene00050514	21ur-472	piRNA		IV	
WBGene00050515	21ur-2127	piRNA		IV	
WBGene00050516	21ur-141	piRNA		IV	
WBGene00050517	21ur-1850	piRNA		IV	
WBGene00050518	21ur-4189	piRNA		IV	
WBGene00050519	21ur-5297	piRNA		IV	
WBGene00050520	21ur-3256	piRNA		IV	
WBGene00050521	21ur-2897	piRNA		IV	
WBGene00050522	21ur-3820	piRNA		IV	
WBGene00050523	21ur-5047	piRNA		IV	
WBGene00050524	21ur-2942	piRNA		IV	
WBGene00050525	21ur-917	piRNA		IV	
WBGene00050526	21ur-4025	piRNA		IV	
WBGene00050527	21ur-2886	piRNA		IV	
WBGene00050528	21ur-2244	piRNA		IV	
WBGene00050529	21ur-1547	piRNA		IV	
WBGene00050530	21ur-2243	piRNA		IV	
WBGene00050531	21ur-1842	piRNA		IV	
WBGene00050532	21ur-4642	piRNA		IV	
WBGene00050533	21ur-3467	piRNA		IV	
WBGene00050534	21ur-3675	piRNA		IV	
WBGene00050535	21ur-1558	piRNA		IV	
WBGene00050536	21ur-1923	piRNA		IV	
WBGene00050537	21ur-1068	piRNA		IV	
WBGene00050538	21ur-2643	piRNA		IV	
WBGene00050539	21ur-4818	piRNA		IV	
WBGene00050540	21ur-3296	piRNA		IV	
WBGene00050541	21ur-1900	piRNA		IV	
WBGene00050542	21ur-5115	piRNA		IV	
WBGene00050543	21ur-2508	piRNA		IV	
WBGene00050544	21ur-2506	piRNA		IV	
WBGene00050545	21ur-2063	piRNA		IV	
WBGene00050546	21ur-243	piRNA		IV	
WBGene00050547	21ur-4404	piRNA		IV	
WBGene00050548	21ur-210	piRNA		IV	
WBGene00050549	21ur-5256	piRNA		IV	
WBGene00050550	21ur-150	piRNA		IV	
WBGene00050551	21ur-3119	piRNA		IV	
WBGene00050552	21ur-1791	piRNA		IV	
WBGene00050553	21ur-1501	piRNA		IV	
WBGene00050554	21ur-1527	piRNA		IV	
WBGene00050555	21ur-2186	piRNA		IV	
WBGene00050556	21ur-2583	piRNA		IV	
WBGene00050557	21ur-984	piRNA		IV	
WBGene00050558	21ur-319	piRNA		IV	
WBGene00050559	21ur-5277	piRNA		IV	
WBGene00050560	21ur-721	piRNA		IV	
WBGene00050561	21ur-3267	piRNA		IV	
WBGene00050562	21ur-4920	piRNA		IV	
WBGene00050563	21ur-2962	piRNA		IV	
WBGene00050564	21ur-3695	piRNA		IV	
WBGene00050565	21ur-3813	piRNA		IV	
WBGene00050566	21ur-4259	piRNA		IV	
WBGene00050567	21ur-4354	piRNA		IV	
WBGene00050568	21ur-1604	piRNA		IV	
WBGene00050569	21ur-5124	piRNA		IV	
WBGene00050570	21ur-4417	piRNA		IV	
WBGene00050571	21ur-3588	piRNA		IV	
WBGene00050572	21ur-3082	piRNA		IV	
WBGene00050573	21ur-2784	piRNA		IV	
WBGene00050574	21ur-3944	piRNA		IV	
WBGene00050575	21ur-2267	piRNA		IV	
WBGene00050576	21ur-2103	piRNA		IV	
WBGene00050577	21ur-567	piRNA		IV	
WBGene00050578	21ur-4806	piRNA		IV	
WBGene00050579	21ur-5065	piRNA		IV	
WBGene00050580	21ur-4177	piRNA		IV	
WBGene00050581	21ur-2150	piRNA		IV	
WBGene00050582	21ur-1306	piRNA		IV	
WBGene00050583	21ur-2925	piRNA		IV	
WBGene00050584	21ur-3477	piRNA		IV	
WBGene00050585	21ur-282	piRNA		IV	
WBGene00050586	21ur-3407	piRNA		IV	
WBGene00050587	21ur-3916	piRNA		IV	
WBGene00050588	21ur-2511	piRNA		IV	
WBGene00050589	21ur-473	piRNA		IV	
WBGene00050590	21ur-5285	piRNA		IV	
WBGene00050591	21ur-3803	piRNA		IV	
WBGene00050592	21ur-132	piRNA		IV	
WBGene00050593	21ur-374	piRNA		IV	
WBGene00050594	21ur-1629	piRNA		IV	
WBGene00050595	21ur-1727	piRNA		IV	
WBGene00050596	21ur-4365	piRNA		IV	
WBGene00050597	21ur-1148	piRNA		IV	
WBGene00050598	21ur-1488	piRNA		IV	
WBGene00050599	21ur-35	piRNA		IV	
WBGene00050600	21ur-5222	piRNA		IV	
WBGene00050601	21ur-806	piRNA		IV	
WBGene00050602	21ur-3917	piRNA		IV	
WBGene00050603	21ur-1222	piRNA		IV	
WBGene00050604	21ur-5252	piRNA		IV	
WBGene00050605	21ur-3420	piRNA		IV	
WBGene00050606	21ur-363	piRNA		IV	
WBGene00050607	21ur-903	piRNA		IV	
WBGene00050608	21ur-258	piRNA		IV	
WBGene00050609	21ur-3134	piRNA		IV	
WBGene00050610	21ur-2726	piRNA		IV	
WBGene00050611	21ur-2091	piRNA		IV	
WBGene00050612	21ur-2570	piRNA		IV	
WBGene00050613	21ur-1487	piRNA		IV	
WBGene00050614	21ur-3676	piRNA		IV	
WBGene00050615	21ur-5042	piRNA		IV	
WBGene00050616	21ur-2164	piRNA		IV	
WBGene00050617	21ur-2242	piRNA		IV	
WBGene00050618	21ur-4783	piRNA		IV	
WBGene00050619	21ur-3529	piRNA		IV	
WBGene00050620	21ur-4056	piRNA		IV	
WBGene00050621	21ur-5078	piRNA		IV	
WBGene00050622	21ur-2922	piRNA		IV	
WBGene00050623	21ur-1455	piRNA		IV	
WBGene00050624	21ur-2433	piRNA		IV	
WBGene00050625	21ur-959	piRNA		IV	
WBGene00050626	21ur-353	piRNA		IV	
WBGene00050627	21ur-3632	piRNA		IV	
WBGene00050628	21ur-3926	piRNA		IV	
WBGene00050629	21ur-632	piRNA		IV	
WBGene00050630	21ur-3777	piRNA		IV	
WBGene00050631	21ur-3835	piRNA		IV	
WBGene00050632	21ur-2972	piRNA		IV	
WBGene00050633	21ur-3450	piRNA		IV	
WBGene00050634	21ur-4725	piRNA		IV	
WBGene00050635	21ur-1246	piRNA		IV	
WBGene00050636	21ur-4045	piRNA		IV	
WBGene00050637	21ur-28	piRNA		IV	
WBGene00050638	21ur-3533	piRNA		IV	
WBGene00050639	21ur-757	piRNA		IV	
WBGene00050640	21ur-219	piRNA		IV	
WBGene00050641	21ur-3344	piRNA		IV	
WBGene00050642	21ur-5260	piRNA		IV	
WBGene00050643	21ur-1132	piRNA		IV	
WBGene00050644	21ur-1464	piRNA		IV	
WBGene00050645	21ur-4754	piRNA		IV	
WBGene00050646	21ur-707	piRNA		IV	
WBGene00050647	21ur-878	piRNA		IV	
WBGene00050648	21ur-2370	piRNA		IV	
WBGene00050649	21ur-446	piRNA		IV	
WBGene00050650	21ur-1587	piRNA		IV	
WBGene00050651	21ur-4167	piRNA		IV	
WBGene00050652	21ur-4746	piRNA		IV	
WBGene00050653	21ur-4572	piRNA		IV	
WBGene00050654	21ur-434	piRNA		IV	
WBGene00050655	21ur-3637	piRNA		IV	
WBGene00050656	21ur-4347	piRNA		IV	
WBGene00050657	21ur-735	piRNA		IV	
WBGene00050658	21ur-5098	piRNA		IV	
WBGene00050659	21ur-1142	piRNA		IV	
WBGene00050660	21ur-4979	piRNA		IV	
WBGene00050661	21ur-2306	piRNA		IV	
WBGene00050662	21ur-495	piRNA		IV	
WBGene00050663	21ur-3701	piRNA		IV	
WBGene00050664	21ur-1492	piRNA		IV	
WBGene00050665	21ur-4689	piRNA		IV	
WBGene00050666	21ur-1803	piRNA		IV	
WBGene00050667	21ur-4598	piRNA		IV	
WBGene00050668	21ur-625	piRNA		IV	
WBGene00050669	21ur-4957	piRNA		IV	
WBGene00050670	21ur-1061	piRNA		IV	
WBGene00050671	21ur-4929	piRNA		IV	
WBGene00050672	21ur-2095	piRNA		IV	
WBGene00050673	21ur-3910	piRNA		IV	
WBGene00050674	21ur-3033	piRNA		IV	
WBGene00050675	21ur-3727	piRNA		IV	
WBGene00050676	21ur-1720	piRNA		IV	
WBGene00050677	21ur-1997	piRNA		IV	
WBGene00050678	21ur-2745	piRNA		IV	
WBGene00050679	21ur-3791	piRNA		IV	
WBGene00050680	21ur-271	piRNA		IV	
WBGene00050681	21ur-1614	piRNA		IV	
WBGene00050682	21ur-4461	piRNA		IV	
WBGene00050683	21ur-1709	piRNA		IV	
WBGene00050684	21ur-405	piRNA		IV	
WBGene00050685	21ur-1970	piRNA		IV	
WBGene00050686	21ur-2116	piRNA		IV	
WBGene00050687	21ur-1094	piRNA		IV	
WBGene00050688	21ur-379	piRNA		IV	
WBGene00050689	21ur-4564	piRNA		IV	
WBGene00050690	21ur-16	piRNA		IV	
WBGene00050691	21ur-1685	piRNA		IV	
WBGene00050692	21ur-4005	piRNA		IV	
WBGene00050693	21ur-4769	piRNA		IV	
WBGene00050694	21ur-4703	piRNA		IV	
WBGene00050695	21ur-4238	piRNA		IV	
WBGene00050696	21ur-2730	piRNA		IV	
WBGene00050697	21ur-4557	piRNA		IV	
WBGene00050698	21ur-1281	piRNA		IV	
WBGene00050699	21ur-1121	piRNA		IV	
WBGene00050700	21ur-2574	piRNA		IV	
WBGene00050701	21ur-1846	piRNA		IV	
WBGene00050702	21ur-2432	piRNA		IV	
WBGene00050703	21ur-1695	piRNA		IV	
WBGene00050704	21ur-3519	piRNA		IV	
WBGene00050705	21ur-4140	piRNA		IV	
WBGene00050706	21ur-2793	piRNA		IV	
WBGene00050707	21ur-5290	piRNA		IV	
WBGene00050708	21ur-2010	piRNA		IV	
WBGene00050709	21ur-3859	piRNA		IV	
WBGene00050710	21ur-5322	piRNA		IV	
WBGene00050711	21ur-5269	piRNA		IV	
WBGene00050712	21ur-2781	piRNA		IV	
WBGene00050713	21ur-4883	piRNA		IV	
WBGene00050714	21ur-359	piRNA		IV	
WBGene00050715	21ur-5084	piRNA		IV	
WBGene00050716	21ur-1287	piRNA		IV	
WBGene00050717	21ur-1432	piRNA		IV	
WBGene00050718	21ur-3155	piRNA		IV	
WBGene00050719	21ur-3198	piRNA		IV	
WBGene00050720	21ur-4412	piRNA		IV	
WBGene00050721	21ur-1459	piRNA		IV	
WBGene00050722	21ur-4905	piRNA		IV	
WBGene00050723	21ur-1518	piRNA		IV	
WBGene00050724	21ur-3610	piRNA		IV	
WBGene00050725	21ur-4866	piRNA		IV	
WBGene00050726	21ur-4895	piRNA		IV	
WBGene00050727	21ur-4894	piRNA		IV	
WBGene00050728	21ur-5182	piRNA		IV	
WBGene00050729	21ur-2478	piRNA		IV	
WBGene00050730	21ur-4692	piRNA		IV	
WBGene00050731	21ur-1573	piRNA		IV	
WBGene00050732	21ur-450	piRNA		IV	
WBGene00050733	21ur-5232	piRNA		IV	
WBGene00050734	21ur-1027	piRNA		IV	
WBGene00050735	21ur-2273	piRNA		IV	
WBGene00050736	21ur-4697	piRNA		IV	
WBGene00050737	21ur-3757	piRNA		IV	
WBGene00050738	21ur-502	piRNA		IV	
WBGene00050739	21ur-1717	piRNA		IV	
WBGene00050740	21ur-2053	piRNA		IV	
WBGene00050741	21ur-3459	piRNA		IV	
WBGene00050742	21ur-3025	piRNA		IV	
WBGene00050743	21ur-1510	piRNA		IV	
WBGene00050744	21ur-348	piRNA		IV	
WBGene00050745	21ur-831	piRNA		IV	
WBGene00050746	21ur-1990	piRNA		IV	
WBGene00050747	21ur-2523	piRNA		IV	
WBGene00050748	21ur-659	piRNA		IV	
WBGene00050749	21ur-2548	piRNA		IV	
WBGene00050750	21ur-3394	piRNA		IV	
WBGene00050751	21ur-5004	piRNA		IV	
WBGene00050752	21ur-2754	piRNA		IV	
WBGene00050753	21ur-652	piRNA		IV	
WBGene00050754	21ur-3582	piRNA		IV	
WBGene00050755	21ur-5390	piRNA		IV	
WBGene00050756	21ur-1404	piRNA		IV	
WBGene00050757	21ur-4294	piRNA		IV	
WBGene00050758	21ur-922	piRNA		IV	
WBGene00050759	21ur-2342	piRNA		IV	
WBGene00050760	21ur-2989	piRNA		IV	
WBGene00050761	21ur-1700	piRNA		IV	
WBGene00050762	21ur-3760	piRNA		IV	
WBGene00050763	21ur-5068	piRNA		IV	
WBGene00050764	21ur-686	piRNA		IV	
WBGene00050765	21ur-5311	piRNA		IV	
WBGene00050766	21ur-1365	piRNA		IV	
WBGene00050767	21ur-5130	piRNA		IV	
WBGene00050768	21ur-5032	piRNA		IV	
WBGene00050769	21ur-2689	piRNA		IV	
WBGene00050770	21ur-79	piRNA		IV	
WBGene00050771	21ur-2557	piRNA		IV	
WBGene00050772	21ur-883	piRNA		IV	
WBGene00050773	21ur-4507	piRNA		IV	
WBGene00050774	21ur-4838	piRNA		IV	
WBGene00050775	21ur-2214	piRNA		IV	
WBGene00050776	21ur-334	piRNA		IV	
WBGene00050777	21ur-5159	piRNA		IV	
WBGene00050778	21ur-4964	piRNA		IV	
WBGene00050779	21ur-4374	piRNA		IV	
WBGene00050780	21ur-3442	piRNA		IV	
WBGene00050781	21ur-5270	piRNA		IV	
WBGene00050782	21ur-2365	piRNA		IV	
WBGene00050783	21ur-2201	piRNA		IV	
WBGene00050784	21ur-587	piRNA		IV	
WBGene00050785	21ur-2178	piRNA		IV	
WBGene00050786	21ur-1271	piRNA		IV	
WBGene00050787	21ur-119	piRNA		IV	
WBGene00050788	21ur-4941	piRNA		IV	
WBGene00050789	21ur-4526	piRNA		IV	
WBGene00050790	21ur-4777	piRNA		IV	
WBGene00050791	21ur-2565	piRNA		IV	
WBGene00050792	21ur-440	piRNA		IV	
WBGene00050793	21ur-1980	piRNA		IV	
WBGene00050794	21ur-748	piRNA		IV	
WBGene00050795	21ur-2037	piRNA		IV	
WBGene00050796	21ur-386	piRNA		IV	
WBGene00050797	21ur-3504	piRNA		IV	
WBGene00050798	21ur-5154	piRNA		IV	
WBGene00050799	21ur-3691	piRNA		IV	
WBGene00050800	21ur-1114	piRNA		IV	
WBGene00050801	21ur-3051	piRNA		IV	
WBGene00050802	21ur-1605	piRNA		IV	
WBGene00050803	21ur-2542	piRNA		IV	
WBGene00050804	21ur-4504	piRNA		IV	
WBGene00050805	21ur-4333	piRNA		IV	
WBGene00050806	21ur-5443	piRNA		IV	
WBGene00050807	21ur-4516	piRNA		IV	
WBGene00050808	21ur-3070	piRNA		IV	
WBGene00050809	21ur-778	piRNA		IV	
WBGene00050810	21ur-3177	piRNA		IV	
WBGene00050811	21ur-4024	piRNA		IV	
WBGene00050812	21ur-4492	piRNA		IV	
WBGene00050813	21ur-891	piRNA		IV	
WBGene00050814	21ur-2986	piRNA		IV	
WBGene00050815	21ur-3991	piRNA		IV	
WBGene00050816	21ur-4709	piRNA		IV	
WBGene00050817	21ur-4583	piRNA		IV	
WBGene00050818	21ur-1551	piRNA		IV	
WBGene00050819	21ur-3841	piRNA		IV	
WBGene00050820	21ur-5160	piRNA		IV	
WBGene00050821	21ur-3234	piRNA		IV	
WBGene00050822	21ur-2682	piRNA		IV	
WBGene00050823	21ur-5039	piRNA		IV	
WBGene00050824	21ur-1908	piRNA		IV	
WBGene00050825	21ur-2545	piRNA		IV	
WBGene00050826	21ur-4455	piRNA		IV	
WBGene00050827	21ur-3483	piRNA		IV	
WBGene00050828	21ur-3487	piRNA		IV	
WBGene00050829	21ur-5405	piRNA		IV	
WBGene00050830	21ur-2444	piRNA		IV	
WBGene00050831	21ur-4533	piRNA		IV	
WBGene00050832	21ur-3006	piRNA		IV	
WBGene00050833	21ur-3278	piRNA		IV	
WBGene00050834	21ur-4719	piRNA		IV	
WBGene00050835	21ur-3461	piRNA		IV	
WBGene00050836	21ur-1568	piRNA		IV	
WBGene00050837	21ur-1890	piRNA		IV	
WBGene00050838	21ur-4252	piRNA		IV	
WBGene00050839	21ur-339	piRNA		IV	
WBGene00050840	21ur-1597	piRNA		IV	
WBGene00050841	21ur-317	piRNA		IV	
WBGene00050842	21ur-4034	piRNA		IV	
WBGene00050843	21ur-5219	piRNA		IV	
WBGene00050844	21ur-3402	piRNA		IV	
WBGene00050845	21ur-3514	piRNA		IV	
WBGene00050846	21ur-1733	piRNA		IV	
WBGene00050847	21ur-952	piRNA		IV	
WBGene00050848	21ur-5381	piRNA		IV	
WBGene00050849	21ur-5422	piRNA		IV	
WBGene00050850	21ur-3961	piRNA		IV	
WBGene00050851	21ur-2770	piRNA		IV	
WBGene00050852	21ur-2138	piRNA		IV	
WBGene00050853	21ur-4218	piRNA		IV	
WBGene00050854	21ur-1520	piRNA		IV	
WBGene00050855	21ur-671	piRNA		IV	
WBGene00050856	21ur-1215	piRNA		IV	
WBGene00050857	21ur-3116	piRNA		IV	
WBGene00050858	21ur-3063	piRNA		IV	
WBGene00050859	21ur-3263	piRNA		IV	
WBGene00050860	21ur-4211	piRNA		IV	
WBGene00050861	21ur-3412	piRNA		IV	
WBGene00050862	21ur-5288	piRNA		IV	
WBGene00050863	21ur-1576	piRNA		IV	
WBGene00050864	21ur-3508	piRNA		IV	
WBGene00050865	21ur-4862	piRNA		IV	
WBGene00050866	21ur-326	piRNA		IV	
WBGene00050867	21ur-979	piRNA		IV	
WBGene00050868	21ur-5023	piRNA		IV	
WBGene00050869	21ur-2916	piRNA		IV	
WBGene00050870	21ur-4922	piRNA		IV	
WBGene00050871	21ur-5108	piRNA		IV	
WBGene00050873	21ur-1607	piRNA		IV	
WBGene00050874	21ur-1635	piRNA		IV	
WBGene00050875	bah-1	protein_coding		I	173031
WBGene00050878	Y71A12C.3	pseudogene		I	
WBGene00050879	D1081.11	protein_coding		I	6418578
WBGene00050880	F32H2.12	protein_coding		I	6418589
WBGene00050881	ZK39.10	protein_coding		I	6418616
WBGene00050883	Y102A5C.38	pseudogene		V	
WBGene00050884	Y69H2.15	protein_coding		V	6418811
WBGene00050885	Y94H6A.12	protein_coding		IV	6418689
WBGene00050889	T04C12.9	protein_coding		V	6418765
WBGene00050890	F17C11.16	pseudogene		V	
WBGene00050891	C08E8.9	protein_coding		V	6418692
WBGene00050892	ttr-57	protein_coding		V	6418740
WBGene00050893	Y94A7B.11	protein_coding		V	6418709
WBGene00050894	F49H6.15	protein_coding		V	6418743
WBGene00050896	ttr-56	protein_coding		I	6418596
WBGene00050897	C47A10.13	pseudogene		V	
WBGene00050898	T19B10.12	protein_coding		V	6418774
WBGene00050899	T10C6.15	protein_coding		V	13217259
WBGene00050900	ZK228.11	pseudogene		V	
WBGene00050902	T26F2.4	pseudogene		V	
WBGene00050903	Y17D7C.4	pseudogene		V	
WBGene00050904	Y70C5A.3	protein_coding		V	6418793
WBGene00050906	F20E11.17	protein_coding		V	6418731
WBGene00050907	Y51A2B.9	protein_coding		V	6418808
WBGene00050910	Y43F8B.17	protein_coding		V	13218546
WBGene00050911	Y43F8B.18	protein_coding		V	6418802
WBGene00050912	F43E2.12	pseudogene		II	
WBGene00050913	T12B5.14	protein_coding		III	6418658
