Gene stable ID	Gene name	Gene type	Gene Synonym	Chromosome/scaffold name	NCBI gene (formerly Entrezgene) ID
WBGene00050914	T12B5.15	protein_coding		III	6418659
WBGene00050915	Y6E2A.10	protein_coding		V	6418812
WBGene00050916	F55F10.3	protein_coding		IV	6418681
WBGene00050917	Y53G8AL.4	protein_coding		III	6418663
WBGene00050919	C45G9.15	protein_coding		III	6418649
WBGene00050920	Y54H5A.5	pseudogene		III	
WBGene00050921	mir-1019	miRNA		I	
WBGene00050922	mir-1020	miRNA		III	
WBGene00050923	mir-1021	miRNA		IV	
WBGene00050924	mir-1018	miRNA		X	
WBGene00050926	B0250.11	pseudogene		V	
WBGene00050927	B0250.12	pseudogene		V	
WBGene00050928	F49H6.16	pseudogene		V	
WBGene00050929	F58D12.5	protein_coding		V	13216397
WBGene00050930	T08G5.13	pseudogene		V	
WBGene00050931	F59B2.14	protein_coding		III	6418654
WBGene00050932	F46B3.19	pseudogene		V	
WBGene00050933	T19C9.9	pseudogene		V	
WBGene00050934	T19C9.10	protein_coding		V	13217784
WBGene00050935	Y37H2A.16	pseudogene		V	
WBGene00050936	ZK856.16	protein_coding		V	6418826
WBGene00050937	R02D5.8	protein_coding		V	6418757
WBGene00050938	F23H12.11	pseudogene		V	
WBGene00050939	C05G5.7	protein_coding		X	6418832
WBGene00050940	C25D7.16	protein_coding		V	6418697
WBGene00050941	C33F10.14	protein_coding		II	6418622
WBGene00050943	ZC412.10	protein_coding		V	6418819
WBGene00050944	C14A11.9	protein_coding		X	6418836
WBGene00050945	C45B11.7	pseudogene		V	
WBGene00050946	M162.12	pseudogene		V	
WBGene00050947	K07C5.13	protein_coding		V	6418753
WBGene00050948	Y48B6A.16	pseudogene		II	
WBGene00050949	K08G2.16	pseudogene		V	
WBGene00050950	Y60A3A.28	pseudogene		V	
WBGene00050951	T26H2.11	pseudogene		V	
WBGene00050954	K06B4.14	pseudogene		V	
WBGene00050955	C14A6.12	protein_coding		V	6418694
WBGene00050956	C14A6.13	protein_coding		V	6418693
WBGene00050957	C10A4.10	protein_coding		X	6418835
WBGene00050958	F28B1.10	pseudogene		V	
WBGene00050959	F26F2.9	protein_coding		V	6418734
WBGene00050960	T03E6.10	pseudogene		V	
WBGene00050961	T03E6.11	pseudogene		V	
WBGene00050962	F49A5.11	pseudogene		V	
WBGene00050963	ZK218.15	pseudogene		V	
WBGene00050964	Y50E8A.18	pseudogene		V	
WBGene00050965	F49H6.17	protein_coding		V	6418742
WBGene00050967	C25F9.15	protein_coding		V	7040156
WBGene00050968	R11G10.4	protein_coding		V	6418760
WBGene00050970	D2023.8	pseudogene		V	
WBGene00050971	F11D11.15	pseudogene		V	
WBGene00050972	T23D5.13	pseudogene		V	
WBGene00050973	Y26G10.3	pseudogene		V	
WBGene00050974	Y6G8.9	pseudogene		V	
WBGene00050976	F28B1.11	pseudogene		V	
WBGene00050977	F56H9.7	pseudogene		V	
WBGene00077434	F46B3.20	pseudogene		V	
WBGene00077436	F46B3.22	pseudogene		V	
WBGene00077437	Y59H11AR.6	pseudogene		IV	
WBGene00077438	C18D4.10	pseudogene		V	
WBGene00077439	F55B12.10	protein_coding		V	6418745
WBGene00077440	Y75B12B.14	pseudogene		V	
WBGene00077441	C43D7.10	pseudogene		V	
WBGene00077442	F11D11.16	pseudogene		V	
WBGene00077443	Y71A12B.19	pseudogene		I	
WBGene00077444	F54B8.17	pseudogene		V	
WBGene00077445	Y51A2A.12	protein_coding		V	6418807
WBGene00077446	F49A5.12	pseudogene		V	
WBGene00077447	C14A6.14	pseudogene		V	
WBGene00077448	D1086.20	pseudogene		V	
WBGene00077449	C08B6.15	pseudogene		V	
WBGene00077450	K06B4.15	protein_coding		V	6418752
WBGene00077451	Y69H2.16	pseudogene		V	
WBGene00077452	Y62F5A.11	snoRNA		II	
WBGene00077453	Y62F5A.12	protein_coding		II	6418641
WBGene00077454	Y17D7C.5	pseudogene		V	
WBGene00077455	Y69H2.17	protein_coding		V	13218279
WBGene00077456	T23D5.14	pseudogene		V	
WBGene00077457	Y39B6A.49	pseudogene		V	
WBGene00077459	Y6G8.10	pseudogene		V	
WBGene00077460	Y6G8.11	pseudogene		V	
WBGene00077461	F12F6.11	snoRNA		IV	
WBGene00077462	JC8.15	snoRNA		IV	
WBGene00077463	T03E6.12	pseudogene		V	
WBGene00077464	Y70C5B.2	protein_coding		V	6418778
WBGene00077465	rrn-4.2	rRNA		V	
WBGene00077466	rrn-4.3	rRNA		V	
WBGene00077467	rrn-4.4	rRNA		V	
WBGene00077468	rrn-4.5	rRNA		V	
WBGene00077469	rrn-4.6	rRNA		V	
WBGene00077470	rrn-4.7	rRNA		V	
WBGene00077471	rrn-4.8	rRNA		V	
WBGene00077472	rrn-4.9	rRNA		V	
WBGene00077473	rrn-4.10	rRNA		V	
WBGene00077474	rrn-4.11	rRNA		V	
WBGene00077475	rrn-4.12	rRNA		V	
WBGene00077476	rrn-4.13	rRNA		V	
WBGene00077477	rrn-4.14	rRNA		V	
WBGene00077478	sls-1.1	snRNA		V	
WBGene00077479	sls-1.2	snRNA		V	
WBGene00077480	sls-1.3	snRNA		V	
WBGene00077481	sls-1.4	snRNA		V	
WBGene00077482	sls-1.5	snRNA		V	
WBGene00077483	sls-1.6	snRNA		V	
WBGene00077484	sls-1.7	snRNA		V	
WBGene00077485	sls-1.8	snRNA		V	
WBGene00077486	sls-1.9	snRNA		V	
WBGene00077487	sls-1.11	snRNA		V	
WBGene00077488	sls-1.12	snRNA		V	
WBGene00077489	C04G6.13	protein_coding		II	6418617
WBGene00077490	M03A1.8	protein_coding		II	6418630
WBGene00077491	K08H10.10	protein_coding		V	6418754
WBGene00077492	F09C6.15	protein_coding		V	6418716
WBGene00077493	F09C6.16	protein_coding		V	6418717
WBGene00077494	F28B1.12	pseudogene		V	
WBGene00077495	Y20C6A.4	protein_coding		V	6418791
WBGene00077496	F11A3.4	pseudogene		V	
WBGene00077497	K06A4.10	protein_coding		V	13214402
WBGene00077498	R07B5.10	pseudogene		V	
WBGene00077499	T11A5.8	pseudogene		V	
WBGene00077500	C27H6.9	protein_coding		V	6418702
WBGene00077501	K08H10.11	pseudogene		V	
WBGene00077502	AC3.11	pseudogene		V	
WBGene00077503	AC3.12	protein_coding		V	13214753
WBGene00077504	AC3.13	pseudogene		V	
WBGene00077506	F25D1.7	pseudogene		V	
WBGene00077508	T27F6.10	protein_coding		I	6418604
WBGene00077510	Y42A5A.6	pseudogene		V	
WBGene00077514	F07B10.7	protein_coding		V	6418715
WBGene00077515	E01A2.9	snoRNA		I	
WBGene00077516	C50C3.13	snoRNA		III	
WBGene00077517	C50C3.14	snoRNA		III	
WBGene00077519	T27C10.8	protein_coding		I	6418603
WBGene00077520	C37A5.11	protein_coding		I	6418575
WBGene00077521	maf-1	protein_coding		I	6418592
WBGene00077522	T10D4.15	protein_coding		II	6418634
WBGene00077523	C23H5.12	protein_coding		IV	6418668
WBGene00077524	F36D1.11	pseudogene		I	
WBGene00077525	C41G7.8	protein_coding		I	6418576
WBGene00077526	C25A1.16	protein_coding		I	6418573
WBGene00077527	C25A1.17	pseudogene		I	
WBGene00077531	F40G9.15	protein_coding		III	6418652
WBGene00077534	F41D3.14	pseudogene		I	
WBGene00077535	F15H9.7	pseudogene		I	
WBGene00077536	F38B7.10	protein_coding		V	6418738
WBGene00077537	Y47H10A.6	pseudogene		I	
WBGene00077538	T04F3.5	protein_coding		V	6418766
WBGene00077539	Y52B11A.12	protein_coding		I	13182023
WBGene00077543	F27D4.8	protein_coding		I	6418587
WBGene00077546	C01A2.9	protein_coding		I	6418610
WBGene00077548	F21C3.7	protein_coding		I	6418585
WBGene00077549	F11A6.3	pseudogene		I	
WBGene00077551	H15N14.3	pseudogene		I	
WBGene00077552	H15N14.4	pseudogene		I	
WBGene00077553	C26C6.10	protein_coding		I	6418574
WBGene00077555	F28C12.8	pseudogene		I	
WBGene00077556	Y18D10A.27	pseudogene		I	
WBGene00077557	F15D3.9	protein_coding		I	6418583
WBGene00077558	T06D10.3	protein_coding		I	6418601
WBGene00077559	R05D7.7	protein_coding		I	6418600
WBGene00077561	W05H12.3	pseudogene		I	
WBGene00077562	ZC443.7	protein_coding		V	13215940
WBGene00077563	peel-1	protein_coding		I	13179502
WBGene00077564	C44H9.9	pseudogene		V	
WBGene00077565	W07G4.7	protein_coding		V	6418779
WBGene00077566	C34B4.6	pseudogene		V	
WBGene00077567	Y2H9A.5	pseudogene		V	
WBGene00077568	C56A3.10	pseudogene		V	
WBGene00077569	F53F4.18	protein_coding		V	6418744
WBGene00077570	F55B12.11	pseudogene		V	
WBGene00077571	T26F2.5	pseudogene		V	
WBGene00077572	T08G5.14	pseudogene		V	
WBGene00077573	T08G5.15	protein_coding		V	6418770
WBGene00077574	T08G5.16	pseudogene		V	
WBGene00077575	F14D7.16	pseudogene		V	
WBGene00077576	C15H11.13	protein_coding		V	6418696
WBGene00077577	R02D5.9	protein_coding		V	6418756
WBGene00077579	R11H6.7	pseudogene		V	
WBGene00077580	R08A2.8	pseudogene		V	
WBGene00077581	H12D21.16	pseudogene		V	
WBGene00077582	F14H8.8	protein_coding		V	6418726
WBGene00077583	C01G10.18	protein_coding		V	6418691
WBGene00077584	C01G10.19	pseudogene		V	
WBGene00077585	T01G5.8	protein_coding		V	6418763
WBGene00077586	T09F5.17	pseudogene		V	
WBGene00077588	T26H8.5	protein_coding		V	6418776
WBGene00077589	R08H2.15	pseudogene		V	
WBGene00077590	R08H2.16	pseudogene		V	
WBGene00077592	T25B2.3	protein_coding		X	6418868
WBGene00077593	C49G7.12	protein_coding		V	6418710
WBGene00077594	nhr-151	pseudogene		V	
WBGene00077595	K06B4.16	pseudogene		V	
WBGene00077596	K06B4.17	pseudogene		V	
WBGene00077597	T23D5.15	pseudogene		V	
WBGene00077598	T23D5.16	pseudogene		V	
WBGene00077599	T20F5.8	protein_coding		I	6418602
WBGene00077600	F54B8.18	pseudogene		V	
WBGene00077601	T06C12.17	pseudogene		V	
WBGene00077602	F35E8.15	pseudogene		V	
WBGene00077603	T05G11.9	pseudogene		V	
WBGene00077604	H24D24.3	pseudogene		V	
WBGene00077605	F36G9.17	pseudogene		V	
WBGene00077606	C06C6.10	pseudogene		V	
WBGene00077607	T10C6.16	protein_coding		V	6418771
WBGene00077608	F22B8.9	pseudogene		V	
WBGene00077609	F44G3.15	pseudogene		V	
WBGene00077610	F44G3.16	pseudogene		V	
WBGene00077611	F11A5.19	pseudogene		V	
WBGene00077612	F21H7.15	pseudogene		V	
WBGene00077613	F21H7.16	pseudogene		V	
WBGene00077614	C31A11.12	pseudogene		V	
WBGene00077615	T08G3.14	pseudogene		V	
WBGene00077616	F57E7.4	protein_coding		V	6418769
WBGene00077617	F57E7.5	pseudogene		V	
WBGene00077618	F57E7.6	pseudogene		V	
WBGene00077619	F36D3.15	pseudogene		V	
WBGene00077620	W06G6.16	pseudogene		V	
WBGene00077621	Y70C5C.8	pseudogene		V	
WBGene00077622	T25E12.14	protein_coding		V	6418815
WBGene00077624	Y102A5C.40	protein_coding		V	6418780
WBGene00077625	Y102A5C.41	pseudogene		V	
WBGene00077626	Y102A5C.42	pseudogene		V	
WBGene00077627	T19C9.11	pseudogene		V	
WBGene00077629	K10G4.13	pseudogene		V	
WBGene00077630	F31E9.10	pseudogene		V	
WBGene00077631	T27C5.15	pseudogene		V	
WBGene00077632	T27C5.16	pseudogene		V	
WBGene00077633	T27C5.17	pseudogene		V	
WBGene00077634	Y46G5A.41	pseudogene		II	
WBGene00077635	Y46G5A.42	pseudogene		II	
WBGene00077636	Y46G5A.43	pseudogene		II	
WBGene00077637	Y6G8.12	pseudogene		V	
WBGene00077638	Y6G8.13	pseudogene		V	
WBGene00077640	Y26G10.4	protein_coding		V	6418792
WBGene00077641	Y94A7B.12	pseudogene		V	
WBGene00077642	C14A6.15	pseudogene		V	
WBGene00077643	trpp-1	protein_coding		V	6418789
WBGene00077644	Y37H2C.5	pseudogene		V	
WBGene00077646	Y51A2A.14	pseudogene		V	
WBGene00077647	Y51A2A.15	pseudogene		V	
WBGene00077648	Y51A2B.10	pseudogene		V	
WBGene00077649	Y51A2B.11	pseudogene		V	
WBGene00077650	ZK262.14	pseudogene		V	
WBGene00077651	ZK262.15	pseudogene		V	
WBGene00077652	ZK228.12	pseudogene		V	
WBGene00077653	Y51A2D.23	pseudogene		V	
WBGene00077654	Y69H2.18	pseudogene		V	
WBGene00077655	asp-19	protein_coding		V	6418790
WBGene00077656	F11D11.17	pseudogene		V	
WBGene00077657	F11D11.18	pseudogene		V	
WBGene00077658	M106.8	protein_coding		II	6418631
WBGene00077659	F11D11.19	pseudogene		V	
WBGene00077660	Y17D7B.9	pseudogene		V	
WBGene00077662	T26H2.12	pseudogene		V	
WBGene00077663	F55C9.14	protein_coding		V	6418746
WBGene00077664	C43D7.11	pseudogene		V	
WBGene00077666	M162.13	pseudogene		V	
WBGene00077667	M162.14	pseudogene		V	
WBGene00077669	Y38H6A.5	protein_coding		V	6418796
WBGene00077670	K02E2.9	pseudogene		V	
WBGene00077671	K02E2.10	pseudogene		V	
WBGene00077673	B0563.10	protein_coding		X	6418828
WBGene00077674	K02A6.4	protein_coding		X	6418841
WBGene00077679	K11E4.6	protein_coding		X	6418860
WBGene00077680	F54F7.10	protein_coding		X	6418855
WBGene00077681	Y44A6D.7	protein_coding		V	6418804
WBGene00077682	F58B4.7	protein_coding		V	6418748
WBGene00077684	Y26D4A.21	protein_coding		I	6418607
WBGene00077685	C04F12.12	protein_coding		I	6418571
WBGene00077686	T26E3.12	pseudogene		I	
WBGene00077687	Y52B11A.14	pseudogene		I	
WBGene00077688	Y43F8B.19	protein_coding		V	6418801
WBGene00077689	Y105E8A.34	pseudogene		I	
WBGene00077690	mtp-18	protein_coding		X	6418865
WBGene00077691	T06E4.14	protein_coding		V	6418768
WBGene00077692	C08E8.10	protein_coding		V	6418690
WBGene00077693	T04C12.11	protein_coding		V	13215068
WBGene00077694	C43D7.12	pseudogene		V	
WBGene00077695	F14D7.17	pseudogene		V	
WBGene00077696	marc-1	protein_coding		V	6418739
WBGene00077697	F58E6.13	protein_coding		V	6418750
WBGene00077698	lurp-4	protein_coding		V	6418704
WBGene00077699	C45B11.8	protein_coding		V	6418707
WBGene00077701	poml-3	protein_coding		I	6418581
WBGene00077703	K08E5.5	protein_coding		III	7040192
WBGene00077704	F12A10.9	protein_coding		II	7040168
WBGene00077705	mir-1829.1	miRNA		X	
WBGene00077706	mir-1829.2	miRNA		X	
WBGene00077707	mir-1829.3	miRNA		X	
WBGene00077708	mir-1817	miRNA		I	
WBGene00077709	mir-1822	miRNA		II	
WBGene00077712	nipi-4	protein_coding		V	179167
WBGene00077714	R102.11	protein_coding		IV	7040123
WBGene00077715	mir-1818	miRNA		I	
WBGene00077716	mir-1819	miRNA		X	
WBGene00077717	mir-1823	miRNA		I	
WBGene00077718	mir-1824	miRNA		I	
WBGene00077719	mir-1828	miRNA		I	
WBGene00077720	mir-1833	miRNA		IV	
WBGene00077721	mir-1022	miRNA		X	
WBGene00077722	mir-58.2	miRNA		IV	
WBGene00077723	mir-1830	miRNA		II	
WBGene00077724	mir-1831	snRNA		II	
WBGene00077725	mir-1832.1	miRNA		III	
WBGene00077726	mir-1820	miRNA		IV	
WBGene00077727	mir-1821	miRNA		V	
WBGene00077728	T23G11.11	protein_coding		I	7040138
WBGene00077732	szy-4	protein_coding		II	174029
WBGene00077750	W01B6.11	pseudogene		IV	
WBGene00077751	irld-27	protein_coding		II	7040177
WBGene00077752	Y105C5A.508	protein_coding		IV	13205823
WBGene00077753	R13.6	pseudogene		IV	
WBGene00077754	Y116A8C.199	pseudogene		IV	
WBGene00077755	Y40H7A.147	pseudogene		IV	
WBGene00077756	Y11D7A.19	protein_coding		IV	7040130
WBGene00077757	E02H4.7	protein_coding		X	7040175
WBGene00077758	irld-12	protein_coding		V	7040158
WBGene00077759	irld-51	protein_coding		II	7040129
WBGene00077761	zip-9	protein_coding		V	36805003
WBGene00077762	Y57G11C.499	protein_coding		IV	7040135
WBGene00077763	glb-34	protein_coding		IV	7040145
WBGene00077764	F59C6.16	protein_coding		I	7040139
WBGene00077765	T20F10.8	pseudogene		I	
WBGene00077766	rgba-1	protein_coding		I	7040131
WBGene00077767	F22D6.17	pseudogene		I	
WBGene00077768	K04G2.12	protein_coding		I	7040148
WBGene00077769	F33E2.10	protein_coding		I	7040178
WBGene00077770	M04D5.3	protein_coding		I	7040162
WBGene00077771	C41G7.9	protein_coding		I	7040157
WBGene00077772	T02G6.10	pseudogene		I	
WBGene00077773	F25H5.10	protein_coding		I	7040136
WBGene00077775	nlp-58	protein_coding		V	7040141
WBGene00077781	F40E3.7	pseudogene		I	
WBGene00077782	T26H10.2	protein_coding		V	7040155
WBGene00077783	D1054.18	protein_coding		V	7040149
WBGene00077784	F35C8.9	pseudogene		X	
WBGene00077785	F35E2.11	pseudogene		I	
WBGene00077786	F53F8.7	protein_coding		V	7040165
WBGene00077787	T05E12.10	ncRNA		V	
WBGene00077788	W07G4.8	protein_coding		V	7040180
WBGene00077789	Y26D4A.22	pseudogene		I	
WBGene00086546	cil-1	protein_coding		III	183643
WBGene00086551	D2005.7	protein_coding		I	7040189
WBGene00086552	C17D12.9	protein_coding		I	7040194
WBGene00086553	ZC334.13	protein_coding		I	7040195
WBGene00086554	D1081.12	protein_coding		I	7040133
WBGene00086555	F49B2.7	protein_coding		I	7040179
WBGene00086556	F36D1.12	protein_coding		I	7040124
WBGene00086557	K07A12.8	protein_coding		I	7040151
WBGene00086558	F12E12.12	protein_coding		II	7040143
WBGene00086559	Y43F8B.20	protein_coding		V	7040193
WBGene00086560	ZK355.8	protein_coding		II	7040126
WBGene00086561	K01A2.12	protein_coding		II	7040176
WBGene00086562	T02G6.11	protein_coding		I	7040170
WBGene00086563	K08C9.9	protein_coding		I	7040159
WBGene00086564	K08C9.10	protein_coding		I	7040147
WBGene00086565	W06G6.17	protein_coding		V	7040142
WBGene00086566	C08H9.16	protein_coding		II	7040127
WBGene00086567	C05C10.8	protein_coding		II	7040144
WBGene00086568	Y2H9A.6	protein_coding		V	7040172
WBGene00086569	F38A6.5	protein_coding		V	7040128
WBGene00119201	C08E8.11	protein_coding		V	7040196
WBGene00119203	T04A8.18	protein_coding		III	7040191
WBGene00119204	ZC116.5	protein_coding		V	13215857
WBGene00138711	R07B1.13	protein_coding		X	7040171
WBGene00138714	T02D1.9	protein_coding		IV	24104838
WBGene00138715	Y6G8.14	protein_coding		V	13217923
WBGene00138716	F17B5.10	protein_coding		I	13182703
WBGene00138717	F52C12.6	protein_coding		IV	13192290
WBGene00138719	F26F2.10	protein_coding		V	13218867
WBGene00138720	F58H1.8	protein_coding		V	13215535
WBGene00138721	pals-37	protein_coding		V	13215782
WBGene00138724	F15B9.11	protein_coding		V	13216019
WBGene00138725	C34E11.7	protein_coding		X	13222972
WBGene00164968	K08H2.10	protein_coding		X	13223435
WBGene00164969	K09C8.9	protein_coding		X	13222680
WBGene00164971	T21E8.6	protein_coding		X	13222641
WBGene00164972	T21E8.7	protein_coding		X	13222642
WBGene00164973	C39B10.7	protein_coding		X	13222514
WBGene00164974	F46C3.7	protein_coding		X	13222833
WBGene00164983	C36A4.12	pseudogene		III	
WBGene00164985	ZK1010.10	protein_coding		III	13191684
WBGene00164986	Y48A6C.6	protein_coding		III	13191306
WBGene00164991	21ur-13442	piRNA		IV	
WBGene00164992	21ur-9698	piRNA		IV	
WBGene00164993	21ur-13666	piRNA		IV	
WBGene00164994	21ur-9733	piRNA		IV	
WBGene00164995	21ur-15156	piRNA		IV	
WBGene00164996	21ur-13838	piRNA		IV	
WBGene00164997	21ur-10879	piRNA		IV	
WBGene00164998	21ur-10162	piRNA		IV	
WBGene00164999	21ur-8062	piRNA		IV	
WBGene00165000	21ur-10875	piRNA		IV	
WBGene00165001	21ur-8807	piRNA		IV	
WBGene00165002	21ur-13275	piRNA		IV	
WBGene00165003	21ur-10772	piRNA		IV	
WBGene00165004	21ur-12132	piRNA		IV	
WBGene00165005	21ur-12650	piRNA		IV	
WBGene00165006	21ur-10780	piRNA		IV	
WBGene00165007	21ur-5517	piRNA		IV	
WBGene00165009	21ur-11798	piRNA		IV	
WBGene00165010	21ur-6438	piRNA		IV	
WBGene00165011	21ur-14214	piRNA		IV	
WBGene00165012	21ur-13773	piRNA		IV	
WBGene00165013	21ur-14731	piRNA		IV	
WBGene00165014	21ur-13331	piRNA		IV	
WBGene00165015	21ur-12098	piRNA		IV	
WBGene00165016	21ur-14343	piRNA		IV	
WBGene00165017	21ur-5533	piRNA		IV	
WBGene00165018	21ur-8237	piRNA		IV	
WBGene00165019	21ur-11415	piRNA		IV	
WBGene00165020	21ur-10381	piRNA		IV	
WBGene00165021	21ur-8417	piRNA		IV	
WBGene00165022	21ur-7663	piRNA		IV	
WBGene00165023	21ur-13460	piRNA		IV	
WBGene00165024	21ur-13551	piRNA		IV	
WBGene00165025	21ur-6855	piRNA		IV	
WBGene00165026	21ur-9589	piRNA		I	
WBGene00165027	21ur-11151	piRNA		IV	
WBGene00165028	21ur-6431	piRNA		IV	
WBGene00165029	21ur-9824	piRNA		IV	
WBGene00165030	21ur-5719	piRNA		IV	
WBGene00165031	21ur-9354	piRNA		IV	
WBGene00165032	21ur-7930	piRNA		IV	
WBGene00165033	21ur-14211	piRNA		III	
WBGene00165034	21ur-10350	piRNA		IV	
WBGene00165035	21ur-12577	piRNA		IV	
WBGene00165036	21ur-8400	piRNA		IV	
WBGene00165037	21ur-8299	piRNA		IV	
WBGene00165038	21ur-9842	piRNA		IV	
WBGene00165039	21ur-5880	piRNA		IV	
WBGene00165040	21ur-13486	piRNA		IV	
WBGene00165041	21ur-5951	piRNA		IV	
WBGene00165042	21ur-10453	piRNA		IV	
WBGene00165043	21ur-7485	piRNA		IV	
WBGene00165044	21ur-12258	piRNA		V	
WBGene00165045	21ur-8436	piRNA		IV	
WBGene00165046	21ur-10091	piRNA		IV	
WBGene00165047	21ur-12645	piRNA		IV	
WBGene00165048	21ur-7066	piRNA		IV	
WBGene00165049	21ur-15672	piRNA		IV	
WBGene00165050	21ur-14049	piRNA		IV	
WBGene00165051	21ur-14338	piRNA		IV	
WBGene00165052	21ur-12499	piRNA		III	
WBGene00165053	21ur-8229	piRNA		IV	
WBGene00165054	21ur-13726	piRNA		IV	
WBGene00165055	21ur-12136	piRNA		IV	
WBGene00165056	21ur-13558	piRNA		IV	
WBGene00165057	21ur-10440	piRNA		IV	
WBGene00165058	21ur-13038	piRNA		IV	
WBGene00165059	21ur-11728	piRNA		IV	
WBGene00165060	21ur-14285	piRNA		IV	
WBGene00165061	21ur-8284	piRNA		IV	
WBGene00165062	21ur-8433	piRNA		IV	
WBGene00165063	21ur-14301	piRNA		IV	
WBGene00165064	21ur-12835	piRNA		IV	
WBGene00165065	21ur-10741	piRNA		IV	
WBGene00165066	21ur-7502	piRNA		IV	
WBGene00165067	21ur-10237	piRNA		IV	
WBGene00165068	21ur-9218	piRNA		IV	
WBGene00165069	21ur-8833	piRNA		IV	
WBGene00165070	21ur-12888	piRNA		IV	
WBGene00165071	21ur-6770	piRNA		IV	
WBGene00165072	21ur-7604	piRNA		IV	
WBGene00165073	21ur-8215	piRNA		IV	
WBGene00165074	21ur-7800	piRNA		IV	
WBGene00165075	21ur-13468	piRNA		IV	
WBGene00165076	21ur-12485	piRNA		V	
WBGene00165077	21ur-11811	piRNA		IV	
WBGene00165078	21ur-10445	piRNA		IV	
WBGene00165079	21ur-10064	piRNA		IV	
WBGene00165080	21ur-14832	piRNA		IV	
WBGene00165081	21ur-8247	piRNA		IV	
WBGene00165082	21ur-15040	piRNA		IV	
WBGene00165083	21ur-12052	piRNA		IV	
WBGene00165084	21ur-12165	piRNA		IV	
WBGene00165085	21ur-5762	piRNA		IV	
WBGene00165086	21ur-9405	piRNA		IV	
WBGene00165087	21ur-11486	piRNA		IV	
WBGene00165088	21ur-7598	piRNA		IV	
WBGene00165089	21ur-6929	piRNA		IV	
WBGene00165090	21ur-6337	piRNA		IV	
WBGene00165091	21ur-13449	piRNA		IV	
WBGene00165092	21ur-15148	piRNA		II	
WBGene00165093	21ur-13001	piRNA		IV	
WBGene00165094	21ur-7868	piRNA		IV	
WBGene00165095	21ur-12977	piRNA		I	
WBGene00165096	21ur-10593	piRNA		IV	
WBGene00165097	21ur-14473	piRNA		IV	
WBGene00165098	21ur-12443	piRNA		IV	
WBGene00165099	21ur-12966	piRNA		IV	
WBGene00165100	21ur-7671	piRNA		IV	
WBGene00165101	21ur-5834	piRNA		IV	
WBGene00165102	21ur-14042	piRNA		IV	
WBGene00165103	21ur-6785	piRNA		IV	
WBGene00165104	21ur-14476	piRNA		IV	
WBGene00165105	21ur-6752	piRNA		IV	
WBGene00165106	21ur-12329	piRNA		IV	
WBGene00165107	21ur-9451	piRNA		IV	
WBGene00165108	21ur-7545	piRNA		IV	
WBGene00165109	21ur-14626	piRNA		IV	
WBGene00165110	21ur-9149	piRNA		IV	
WBGene00165111	21ur-8793	piRNA		IV	
WBGene00165112	21ur-14003	piRNA		IV	
WBGene00165113	21ur-7398	piRNA		IV	
WBGene00165114	21ur-6548	piRNA		IV	
WBGene00165115	21ur-9100	piRNA		IV	
WBGene00165116	21ur-10948	piRNA		IV	
WBGene00165117	21ur-12069	piRNA		IV	
WBGene00165118	21ur-6403	piRNA		IV	
WBGene00165119	21ur-15553	piRNA		IV	
WBGene00165120	21ur-8717	piRNA		IV	
WBGene00165121	21ur-9420	piRNA		IV	
WBGene00165122	21ur-7774	piRNA		IV	
WBGene00165123	21ur-10345	piRNA		IV	
WBGene00165124	21ur-9891	piRNA		IV	
WBGene00165125	21ur-14703	piRNA		IV	
WBGene00165126	21ur-12382	piRNA		IV	
WBGene00165127	21ur-5618	piRNA		IV	
WBGene00165128	21ur-7333	piRNA		IV	
WBGene00165129	21ur-8730	piRNA		IV	
WBGene00165130	21ur-14035	piRNA		IV	
WBGene00165131	21ur-14406	piRNA		IV	
WBGene00165132	21ur-6107	piRNA		IV	
WBGene00165133	21ur-12538	piRNA		IV	
WBGene00165134	21ur-11762	piRNA		IV	
WBGene00165135	21ur-10836	piRNA		IV	
WBGene00165136	21ur-8989	piRNA		IV	
WBGene00165137	21ur-15419	piRNA		IV	
WBGene00165138	21ur-15309	piRNA		IV	
WBGene00165139	21ur-14007	piRNA		IV	
WBGene00165140	21ur-13810	piRNA		IV	
WBGene00165141	21ur-15469	piRNA		IV	
WBGene00165142	21ur-12723	piRNA		IV	
WBGene00165143	21ur-10734	piRNA		IV	
WBGene00165144	21ur-6139	piRNA		IV	
WBGene00165146	21ur-7805	piRNA		IV	
WBGene00165147	21ur-7541	piRNA		IV	
WBGene00165148	21ur-14066	piRNA		V	
WBGene00165149	21ur-7918	piRNA		IV	
WBGene00165150	21ur-11855	piRNA		IV	
WBGene00165151	21ur-11959	piRNA		IV	
WBGene00165152	21ur-11831	piRNA		IV	
WBGene00165153	21ur-7474	piRNA		IV	
WBGene00165154	21ur-10467	piRNA		IV	
WBGene00165155	21ur-7853	piRNA		IV	
WBGene00165156	21ur-10787	piRNA		IV	
WBGene00165157	21ur-8479	piRNA		IV	
WBGene00165158	21ur-13225	piRNA		IV	
WBGene00165159	21ur-10840	piRNA		IV	
WBGene00165160	21ur-12458	piRNA		IV	
WBGene00165161	21ur-6421	piRNA		IV	
WBGene00165162	21ur-5944	piRNA		IV	
WBGene00165163	21ur-7229	piRNA		IV	
WBGene00165164	21ur-7751	piRNA		IV	
WBGene00165165	21ur-5959	piRNA		IV	
WBGene00165166	21ur-15701	piRNA		IV	
WBGene00165167	21ur-11339	piRNA		IV	
